,,,,Monthly,,,,,,,,Annual,,,,,,,,Rankings,,,,
3160,MI,"Ann Arbor, MI MSA",1p3c,1936,1100,1555,1101,943,2500,2399,11534,23232,13199,18661,13210,11311,29999,28790,138403,122207,0,,,
3160,MI,"Ann Arbor, MI MSA",1p4c,1936,1347,1616,1163,1019,2500,2623,12205,23232,16161,19393,13958,12230,29999,31481,146454,122207,0,,,
3160,MI,"Ann Arbor, MI MSA",2p0c,1346,700,1239,819,635,0,1004,5743,16152,8398,14863,9827,7622,0,12051,68914,122207,0,,,
3160,MI,"Ann Arbor, MI MSA",2p1c,1607,868,1361,1049,769,1138,1358,8150,19284,10420,16329,12593,9222,13655,16299,97803,122207,0,,,
3160,MI,"Ann Arbor, MI MSA",2p2c,1607,1104,1503,1280,842,2180,1731,10246,19284,13251,18031,15358,10101,26154,20766,122946,122207,0,,,
3160,MI,"Ann Arbor, MI MSA",2p3c,1936,1347,1560,1510,1019,2500,2124,11997,23232,16166,18724,18124,12232,29999,25485,143962,122207,0,,,
3160,MI,"Ann Arbor, MI MSA",2p4c,1936,1649,1606,1573,1113,2500,2357,12733,23232,19787,19266,18872,13356,29999,28281,152793,122207,0,,,
3161,AL,"Anniston-Oxford-Jacksonville, AL MSA",1p0c,725,343,1076,456,332,0,699,3632,8700,4119,12916,5477,3980,0,8393,43585,71552,0,,,
3161,AL,"Anniston-Oxford-Jacksonville, AL MSA",1p1c,941,503,1296,678,448,581,788,5236,11292,6041,15552,8138,5381,6969,9459,62832,71552,0,,,
3161,AL,"Anniston-Oxford-Jacksonville, AL MSA",1p2c,941,742,1421,900,523,1098,929,6554,11292,8908,17049,10800,6271,13178,11144,78642,71552,0,,,
3161,AL,"Anniston-Oxford-Jacksonville, AL MSA",1p3c,1295,989,1511,1122,709,1257,1273,8156,15540,11870,18128,13462,8510,15088,15275,97873,71552,0,,,
3161,AL,"Anniston-Oxford-Jacksonville, AL MSA",1p4c,1295,1211,1645,1163,778,1257,1506,8855,15540,14532,19739,13954,9337,15088,18066,106256,71552,0,,,
3161,AL,"Anniston-Oxford-Jacksonville, AL MSA",2p0c,730,629,1246,913,422,0,801,4741,8760,7552,14949,10953,5064,0,9617,56895,71552,0,,,
3161,AL,"Anniston-Oxford-Jacksonville, AL MSA",2p1c,941,781,1364,1135,535,581,960,6295,11292,9370,16367,13615,6415,6969,11516,75545,71552,0,,,
3161,AL,"Anniston-Oxford-Jacksonville, AL MSA",2p2c,941,993,1449,1356,601,1098,1027,7465,11292,11916,17385,16277,7206,13178,12321,89574,71552,0,,,
3161,AL,"Anniston-Oxford-Jacksonville, AL MSA",2p3c,1295,1211,1579,1578,778,1257,1233,8933,15540,14537,18948,18939,9338,15088,14801,107192,71552,0,,,
3161,AL,"Anniston-Oxford-Jacksonville, AL MSA",2p4c,1295,1483,1632,1619,862,1257,1420,9569,15540,17793,19579,19430,10349,15088,17043,114823,71552,0,,,
3162,WI,"Appleton, WI MSA",1p0c,769,360,1106,444,351,0,705,3735,9228,4324,13267,5329,4208,0,8458,44814,104880.6549,0,,,
3162,WI,"Appleton, WI MSA",1p1c,1106,528,1423,695,507,1065,1097,6422,13272,6341,17071,8343,6089,12775,13169,77060,104880.6549,0,,,
3162,WI,"Appleton, WI MSA",1p2c,1106,779,1559,946,585,2002,1616,8595,13272,9351,18712,11357,7024,24029,19391,103136,104880.6549,0,,,
3162,WI,"Appleton, WI MSA",1p3c,1528,1038,1651,1198,797,2291,2232,10734,18336,12460,19809,14371,9561,27492,26782,128812,104880.6549,0,,,
3162,WI,"Appleton, WI MSA",1p4c,1528,1271,1784,1262,869,2291,2528,11533,18336,15256,21407,15149,10429,27492,30332,138401,104880.6549,0,,,
3162,WI,"Appleton, WI MSA",2p0c,866,661,1370,888,474,0,786,5046,10392,7928,16445,10658,5688,0,9437,60547,104880.6549,0,,,
3162,WI,"Appleton, WI MSA",2p1c,1106,820,1501,1139,598,1065,1154,7382,13272,9837,18008,13672,7175,12775,13843,88582,104880.6549,0,,,
3162,WI,"Appleton, WI MSA",2p2c,1106,1042,1587,1391,667,2002,1425,9221,13272,12509,19047,16686,8004,24029,17105,110653,104880.6549,0,,,
3162,WI,"Appleton, WI MSA",2p3c,1528,1272,1717,1642,869,2291,1953,11271,18336,15261,20602,19700,10431,27492,23435,135257,104880.6549,0,,,
3162,WI,"Appleton, WI MSA",2p4c,1528,1557,1766,1707,958,2291,2228,12034,18336,18679,21193,20478,11492,27492,26736,144406,104880.6549,0,,,
3163,NC,"Asheville, NC HUD Metro FMR Area",1p0c,1286,389,1035,530,520,0,998,4758,15432,4673,12416,6359,6242,0,11971,57093,87498.22448,0,,,
3163,NC,"Asheville, NC HUD Metro FMR Area",1p1c,1512,571,1270,833,647,803,1231,6867,18144,6852,15242,9993,7761,9631,14775,82399,87498.22448,0,,,
3163,NC,"Asheville, NC HUD Metro FMR Area",1p2c,1512,842,1461,1136,731,1462,1701,8844,18144,10105,17526,13628,8770,17544,20410,106126,87498.22448,0,,,
3163,NC,"Asheville, NC HUD Metro FMR Area",1p3c,1944,1122,1554,1439,952,1665,2315,10991,23328,13465,18649,17262,11423,19979,27783,131890,87498.22448,0,,,
3163,NC,"Asheville, NC HUD Metro FMR Area",1p4c,1944,1374,1621,1512,1030,1665,2595,11740,23328,16486,19452,18139,12361,19979,31138,140883,87498.22448,0,,,
3163,NC,"Asheville, NC HUD Metro FMR Area",2p0c,1347,714,1222,1060,640,0,1097,6079,16164,8567,14659,12717,7678,0,13158,72943,87498.22448,0,,,
3163,NC,"Asheville, NC HUD Metro FMR Area",2p1c,1512,886,1405,1363,744,803,1370,8083,18144,10630,16865,16352,8933,9631,16444,97000,87498.22448,0,,,
3163,NC,"Asheville, NC HUD Metro FMR Area",2p2c,1512,1127,1494,1666,819,1462,1615,9695,18144,13518,17931,19986,9830,17544,19385,116337,87498.22448,0,,,
3163,NC,"Asheville, NC HUD Metro FMR Area",2p3c,1944,1374,1557,1968,1030,1665,2117,11656,23328,16491,18688,23621,12363,19979,25399,139868,87498.22448,0,,,
3163,NC,"Asheville, NC HUD Metro FMR Area",2p4c,1944,1682,1608,2042,1126,1665,2408,12474,23328,20185,19300,24498,13510,19979,28892,149692,87498.22448,0,,,
3164,NC,"Haywood County, NC HUD Metro FMR Area",1p0c,987,362,1071,530,419,0,840,4209,11844,4339,12854,6359,5024,0,10085,50504,81941,0,,,
3164,NC,"Haywood County, NC HUD Metro FMR Area",1p1c,1223,530,1308,833,544,553,938,5929,14676,6362,15693,9993,6532,6633,11261,71151,81941,0,,,
3164,NC,"Haywood County, NC HUD Metro FMR Area",1p2c,1223,782,1443,1136,622,1109,1239,7554,14676,9382,17311,13628,7469,13312,14867,90644,81941,0,,,
3164,NC,"Haywood County, NC HUD Metro FMR Area",1p3c,1473,1042,1539,1439,781,1281,1666,9220,17676,12501,18473,17262,9369,15367,19987,110635,81941,0,,,
3164,NC,"Haywood County, NC HUD Metro FMR Area",1p4c,1473,1276,1679,1512,853,1281,1974,10047,17676,15306,20149,18139,10240,15367,23683,120561,81941,0,,,
3164,NC,"Haywood County, NC HUD Metro FMR Area",2p0c,1105,663,1255,1060,549,0,980,5611,13260,7954,15060,12717,6586,0,11756,67333,81941,0,,,
3164,NC,"Haywood County, NC HUD Metro FMR Area",2p1c,1223,822,1381,1363,635,553,1123,7101,14676,9869,16576,16352,7621,6633,13480,85207,81941,0,,,
3164,NC,"Haywood County, NC HUD Metro FMR Area",2p2c,1223,1046,1472,1666,704,1109,1238,8457,14676,12550,17659,19986,8453,13312,14851,101488,81941,0,,,
3164,NC,"Haywood County, NC HUD Metro FMR Area",2p3c,1473,1276,1606,1968,854,1281,1548,10005,17676,15311,19275,23621,10242,15367,18574,120065,81941,0,,,
3164,NC,"Haywood County, NC HUD Metro FMR Area",2p4c,1473,1562,1662,2042,942,1281,1808,10769,17676,18740,19942,24498,11306,15367,21696,129225,81941,0,,,
3165,GA,"Athens-Clarke County, GA MSA",1p0c,1065,371,1036,522,446,0,887,4327,12780,4451,12431,6262,5350,0,10647,51919,90978.7105,0,,,
3165,GA,"Athens-Clarke County, GA MSA",1p1c,1225,544,1261,820,549,638,985,6022,14700,6526,15131,9838,6590,7657,11825,72268,90978.7105,0,,,
3165,GA,"Athens-Clarke County, GA MSA",1p2c,1225,802,1384,1118,629,988,1154,7299,14700,9624,16603,13414,7552,11853,13846,87592,90978.7105,0,,,
3165,GA,"Athens-Clarke County, GA MSA",1p3c,1627,1069,1535,1416,837,1095,1660,9238,19524,12824,18414,16991,10043,13143,19916,110856,90978.7105,0,,,
3165,GA,"Athens-Clarke County, GA MSA",1p4c,1627,1308,1599,1488,911,1095,1905,9934,19524,15701,19182,17861,10936,13143,22860,119207,90978.7105,0,,,
3165,GA,"Athens-Clarke County, GA MSA",2p0c,1106,680,1214,1044,555,0,1022,5620,13272,8159,14566,12523,6654,0,12262,67437,90978.7105,0,,,
3165,GA,"Athens-Clarke County, GA MSA",2p1c,1225,844,1331,1342,642,638,1170,7192,14700,10124,15966,16100,7707,7657,14045,86300,90978.7105,0,,,
3165,GA,"Athens-Clarke County, GA MSA",2p2c,1225,1073,1477,1640,713,988,1207,8322,14700,12875,17723,19676,8561,11853,14478,99866,90978.7105,0,,,
3165,GA,"Athens-Clarke County, GA MSA",2p3c,1627,1309,1538,1938,912,1095,1521,9939,19524,15706,18450,23253,10938,13143,18251,119265,90978.7105,0,,,
3165,GA,"Athens-Clarke County, GA MSA",2p4c,1627,1602,1586,2010,1003,1095,1749,10673,19524,19224,19037,24123,12030,13143,20991,128073,90978.7105,0,,,
3166,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",1p0c,1591,378,1054,515,611,0,1231,5379,19092,4535,12644,6174,7336,0,14770,64550,106062.8948,1,41,68,36
3166,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",1p1c,1830,554,1364,808,740,867,1545,7709,21960,6651,16371,9697,8883,10400,18540,92502,106062.8948,1,41,68,36
3166,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",1p2c,1830,817,1500,1102,822,1272,1815,9157,21960,9807,18003,13221,9863,15258,21775,109887,106062.8948,1,41,68,36
3166,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",1p3c,2205,1089,1592,1395,1023,1396,2321,11021,26460,13068,19101,16745,12272,16753,27856,132254,106062.8948,1,41,68,36
3166,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",1p4c,2205,1333,1656,1467,1099,1396,2573,11729,26460,16000,19872,17608,13183,16753,30870,140745,106062.8948,1,41,68,36
3166,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",2p0c,1653,693,1319,1029,728,0,1304,6727,19836,8315,15833,12347,8740,0,15650,80721,106062.8948,1,41,68,36
3166,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",2p1c,1830,860,1449,1323,835,867,1562,8725,21960,10317,17388,15871,10021,10400,18738,104695,106062.8948,1,41,68,36
3166,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",2p2c,1830,1093,1536,1616,908,1272,1712,9966,21960,13120,18429,19395,10891,15258,20541,119593,106062.8948,1,41,68,36
3166,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",2p3c,2205,1334,1596,1910,1099,1396,2106,11646,26460,16005,19156,22918,13184,16753,25277,139753,106062.8948,1,41,68,36
3166,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",2p4c,2205,1633,1714,1982,1191,1396,2407,12528,26460,19590,20567,23782,14297,16753,28882,150331,106062.8948,1,41,68,36
3167,GA,"Butts County, GA HUD Metro FMR Area",1p0c,963,381,1107,516,417,0,868,4253,11556,4569,13285,6195,5006,0,10421,51033,73793,0,,,
3167,GA,"Butts County, GA HUD Metro FMR Area",1p1c,1156,558,1342,811,532,647,989,6036,13872,6700,16106,9731,6387,7765,11866,72428,73793,0,,,
3167,GA,"Butts County, GA HUD Metro FMR Area",1p2c,1156,823,1476,1106,615,1002,1170,7348,13872,9881,17717,13268,7375,12024,14043,88179,73793,0,,,
3167,GA,"Butts County, GA HUD Metro FMR Area",1p3c,1554,1097,1574,1400,823,1111,1648,9208,18648,13166,18882,16804,9877,13334,19781,110492,73793,0,,,
3167,GA,"Butts County, GA HUD Metro FMR Area",1p4c,1554,1343,1715,1472,900,1111,1945,10041,18648,16120,20583,17669,10794,13334,23345,120494,73793,0,,,
3167,GA,"Butts County, GA HUD Metro FMR Area",2p0c,969,698,1289,1033,518,0,990,5496,11628,8377,15462,12390,6211,0,11884,65952,73793,0,,,
3167,GA,"Butts County, GA HUD Metro FMR Area",2p1c,1156,866,1415,1327,628,647,1177,7215,13872,10394,16975,15926,7534,7765,14118,86584,73793,0,,,
3167,GA,"Butts County, GA HUD Metro FMR Area",2p2c,1156,1102,1505,1622,701,1002,1197,8285,13872,13218,18064,19462,8411,12024,14363,99414,73793,0,,,
3167,GA,"Butts County, GA HUD Metro FMR Area",2p3c,1554,1344,1642,1917,900,1111,1545,10013,18648,16125,19706,22999,10796,13334,18541,120150,73793,0,,,
3167,GA,"Butts County, GA HUD Metro FMR Area",2p4c,1554,1645,1698,1989,993,1111,1783,10773,18648,19737,20378,23864,11918,13334,21401,129280,73793,0,,,
3168,GA,"Haralson County, GA HUD Metro FMR Area",1p0c,823,320,1126,474,355,0,773,3872,9876,3842,13515,5688,4259,0,9279,46461,81777,0,,,
3168,GA,"Haralson County, GA HUD Metro FMR Area",1p1c,1087,470,1350,743,483,517,853,5504,13044,5634,16201,8921,5799,6205,10237,66042,81777,0,,,
3168,GA,"Haralson County, GA HUD Metro FMR Area",1p2c,1087,692,1479,1013,552,796,899,6518,13044,8309,17747,12154,6629,9551,10785,78220,81777,0,,,
3168,GA,"Haralson County, GA HUD Metro FMR Area",1p3c,1416,923,1573,1282,726,882,1217,8019,16992,11072,18874,15388,8713,10580,14603,96222,81777,0,,,
3168,GA,"Haralson County, GA HUD Metro FMR Area",1p4c,1416,1130,1712,1351,790,882,1459,8740,16992,13555,20543,16216,9484,10580,17506,104876,81777,0,,,
3168,GA,"Haralson County, GA HUD Metro FMR Area",2p0c,829,587,1295,948,440,0,851,4949,9948,7044,15538,11376,5276,0,10210,59392,81777,0,,,
3168,GA,"Haralson County, GA HUD Metro FMR Area",2p1c,1087,728,1416,1217,564,517,1002,6531,13044,8740,16990,14609,6763,6205,12024,78376,81777,0,,,
3168,GA,"Haralson County, GA HUD Metro FMR Area",2p2c,1087,926,1504,1487,625,796,970,7395,13044,11115,18043,17843,7501,9551,11644,88740,81777,0,,,
3168,GA,"Haralson County, GA HUD Metro FMR Area",2p3c,1416,1130,1638,1756,791,882,1146,8759,16992,13560,19654,21076,9486,10580,13754,105102,81777,0,,,
3168,GA,"Haralson County, GA HUD Metro FMR Area",2p4c,1416,1383,1693,1825,869,882,1331,9398,16992,16597,20311,21904,10429,10580,15968,112781,81777,0,,,
3169,GA,"Lamar County, GA HUD Metro FMR Area",1p0c,807,316,1119,516,349,0,776,3883,9684,3796,13423,6195,4185,0,9314,46597,81813,0,,,
3169,GA,"Lamar County, GA HUD Metro FMR Area",1p1c,1066,464,1356,811,475,647,911,5729,12792,5567,16268,9731,5700,7765,10928,68751,81813,0,,,
3169,GA,"Lamar County, GA HUD Metro FMR Area",1p2c,1066,684,1493,1106,543,1002,1029,6923,12792,8209,17911,13268,6520,12024,12348,83071,81813,0,,,
3169,GA,"Lamar County, GA HUD Metro FMR Area",1p3c,1408,912,1592,1400,720,1111,1408,8551,16896,10939,19108,16804,8642,13334,16891,102614,81813,0,,,
3169,GA,"Lamar County, GA HUD Metro FMR Area",1p4c,1408,1116,1737,1472,784,1111,1664,9292,16896,13393,20839,17669,9404,13334,19963,111498,81813,0,,,
3169,GA,"Lamar County, GA HUD Metro FMR Area",2p0c,813,580,1300,1033,433,0,871,5029,9756,6960,15600,12390,5190,0,10454,60350,81813,0,,,
3169,GA,"Lamar County, GA HUD Metro FMR Area",2p1c,1066,720,1429,1327,554,647,1075,6818,12792,8635,17142,15926,6653,7765,12901,81815,81813,0,,,
3169,GA,"Lamar County, GA HUD Metro FMR Area",2p2c,1066,915,1522,1622,615,1002,1079,7821,12792,10982,18261,19462,7381,12024,12944,93846,81813,0,,,
3169,GA,"Lamar County, GA HUD Metro FMR Area",2p3c,1408,1116,1661,1917,784,1111,1321,9317,16896,13397,19930,22999,9405,13334,15847,111809,81813,0,,,
3169,GA,"Lamar County, GA HUD Metro FMR Area",2p4c,1408,1367,1719,1989,861,1111,1515,9970,16896,16398,20628,23864,10337,13334,18181,119638,81813,0,,,
3170,GA,"Meriwether County, GA HUD Metro FMR Area",1p0c,777,363,1127,514,354,0,783,3917,9324,4350,13522,6170,4245,0,9396,47009,67010,0,,,
3170,GA,"Meriwether County, GA HUD Metro FMR Area",1p1c,1026,532,1354,808,484,647,922,5772,12312,6379,16249,9692,5803,7765,11058,69258,67010,0,,,
3170,GA,"Meriwether County, GA HUD Metro FMR Area",1p2c,1026,784,1488,1101,562,1002,1063,7025,12312,9407,17852,13214,6743,12024,12753,84304,67010,0,,,
3170,GA,"Meriwether County, GA HUD Metro FMR Area",1p3c,1438,1045,1586,1395,771,1111,1521,8866,17256,12535,19034,16736,9249,13334,18253,106396,67010,0,,,
3170,GA,"Meriwether County, GA HUD Metro FMR Area",1p4c,1438,1279,1659,1467,844,1111,1765,9562,17256,15346,19904,17599,10122,13334,21178,114739,67010,0,,,
3170,GA,"Meriwether County, GA HUD Metro FMR Area",2p0c,782,665,1297,1028,449,0,893,5114,9384,7975,15566,12341,5390,0,10715,61371,67010,0,,,
3170,GA,"Meriwether County, GA HUD Metro FMR Area",2p1c,1026,825,1422,1322,575,647,1100,6917,12312,9895,17069,15862,6895,7765,13204,83003,67010,0,,,
3170,GA,"Meriwether County, GA HUD Metro FMR Area",2p2c,1026,1049,1514,1615,644,1002,1116,7966,12312,12584,18172,19384,7729,12024,13390,95595,67010,0,,,
3170,GA,"Meriwether County, GA HUD Metro FMR Area",2p3c,1438,1279,1582,1909,844,1111,1398,9561,17256,15352,18981,22906,10124,13334,16780,114732,67010,0,,,
3170,GA,"Meriwether County, GA HUD Metro FMR Area",2p4c,1438,1566,1710,1981,933,1111,1656,10394,17256,18790,20524,23769,11191,13334,19867,124732,67010,0,,,
3171,GA,"Morgan County, GA HUD Metro FMR Area",1p0c,1032,328,1186,522,422,0,904,4394,12384,3935,14228,6262,5067,0,10852,52727,96270,0,,,
3171,GA,"Morgan County, GA HUD Metro FMR Area",1p1c,1363,481,1448,820,572,647,1117,6448,16356,5770,17381,9838,6869,7765,13401,77381,96270,0,,,
3171,GA,"Morgan County, GA HUD Metro FMR Area",1p2c,1363,709,1593,1118,643,1002,1301,7729,16356,8508,19116,13414,7720,12024,15611,92749,96270,0,,,
3171,GA,"Morgan County, GA HUD Metro FMR Area",1p3c,1642,945,1768,1416,803,1111,1724,9408,19704,11338,21214,16991,9638,13334,20682,112900,96270,0,,,
3171,GA,"Morgan County, GA HUD Metro FMR Area",1p4c,1642,1157,1844,1488,869,1111,1955,10066,19704,13881,22127,17861,10427,13334,23458,120792,96270,0,,,
3171,GA,"Morgan County, GA HUD Metro FMR Area",2p0c,1039,601,1389,1044,509,0,1017,5599,12468,7214,16673,12523,6111,0,12199,67187,96270,0,,,
3171,GA,"Morgan County, GA HUD Metro FMR Area",2p1c,1363,746,1526,1342,655,647,1258,7536,16356,8950,18306,16100,7857,7765,15100,90434,96270,0,,,
3171,GA,"Morgan County, GA HUD Metro FMR Area",2p2c,1363,949,1694,1640,718,1002,1292,8656,16356,11382,20326,19676,8612,12024,15501,103877,96270,0,,,
3171,GA,"Morgan County, GA HUD Metro FMR Area",2p3c,1642,1157,1765,1938,869,1111,1552,10034,19704,13886,21179,23253,10429,13334,18627,120411,96270,0,,,
3171,GA,"Morgan County, GA HUD Metro FMR Area",2p4c,1642,1416,1822,2010,950,1111,1764,10715,19704,16996,21869,24123,11394,13334,21164,128584,96270,0,,,
3172,NJ,"Atlantic City-Hammonton, NJ MSA",1p0c,1240,368,1051,465,499,0,804,4428,14880,4419,12616,5580,5992,0,9648,53135,94662,0,,,
3172,NJ,"Atlantic City-Hammonton, NJ MSA",1p1c,1719,540,1332,720,701,1410,1365,7787,20628,6480,15988,8635,8416,16915,16381,93444,94662,0,,,
3172,NJ,"Atlantic City-Hammonton, NJ MSA",1p2c,1719,796,1456,974,781,2086,1785,9598,20628,9556,17472,11690,9371,25037,21422,115175,94662,0,,,
3172,NJ,"Atlantic City-Hammonton, NJ MSA",1p3c,2409,1061,1540,1229,1077,2295,2548,12159,28908,12734,18484,14744,12929,27536,30570,145904,94662,0,,,
3172,NJ,"Atlantic City-Hammonton, NJ MSA",1p4c,2409,1299,1600,1295,1151,2295,2775,12824,28908,15591,19198,15539,13816,27536,33304,153892,94662,0,,,
3172,NJ,"Atlantic City-Hammonton, NJ MSA",2p0c,1414,675,1282,930,649,0,938,5887,16968,8102,15382,11161,7784,0,11251,70648,94662,0,,,
3172,NJ,"Atlantic City-Hammonton, NJ MSA",2p1c,1719,838,1400,1185,794,1410,1374,8719,20628,10053,16803,14215,9526,16915,16486,104626,94662,0,,,
3172,NJ,"Atlantic City-Hammonton, NJ MSA",2p2c,1719,1065,1481,1439,865,2086,1662,10317,20628,12784,17768,17270,10374,25037,19947,123807,94662,0,,,
3172,NJ,"Atlantic City-Hammonton, NJ MSA",2p3c,2409,1300,1537,1694,1151,2295,2305,12691,28908,15596,18446,20325,13817,27536,27662,152290,94662,0,,,
3172,NJ,"Atlantic City-Hammonton, NJ MSA",2p4c,2409,1591,1648,1760,1242,2295,2603,13547,28908,19089,19770,21120,14902,27536,31234,162558,94662,0,,,
3173,AL,"Auburn-Opelika, AL MSA",1p0c,844,388,1067,495,382,0,775,3950,10128,4650,12798,5937,4588,0,9294,47396,88725,0,,,
3173,AL,"Auburn-Opelika, AL MSA",1p1c,1168,568,1321,736,539,637,950,5918,14016,6819,15848,8828,6469,7641,11398,71019,88725,0,,,
3173,AL,"Auburn-Opelika, AL MSA",1p2c,1168,838,1521,977,623,1241,1260,7626,14016,10055,18249,11719,7473,14888,15117,91517,88725,0,,,
3173,AL,"Auburn-Opelika, AL MSA",1p3c,1527,1117,1617,1218,821,1427,1709,9435,18324,13399,19407,14610,9849,17119,20508,113216,88725,0,,,
3173,AL,"Auburn-Opelika, AL MSA",1p4c,1527,1367,1686,1258,899,1427,1944,10107,18324,16405,20234,15101,10782,17119,23324,121288,88725,0,,,
3173,AL,"Auburn-Opelika, AL MSA",2p0c,1009,710,1272,990,534,0,980,5494,12108,8525,15261,11874,6406,0,11759,65933,88725,0,,,
3173,AL,"Auburn-Opelika, AL MSA",2p1c,1168,882,1464,1230,636,637,1171,7188,14016,10578,17570,14765,7636,7641,14054,86260,88725,0,,,
3173,AL,"Auburn-Opelika, AL MSA",2p2c,1168,1121,1555,1471,711,1241,1284,8551,14016,13452,18660,17656,8528,14888,15410,102610,88725,0,,,
3173,AL,"Auburn-Opelika, AL MSA",2p3c,1527,1368,1620,1712,899,1427,1599,10151,18324,16410,19434,20547,10784,17119,19188,121806,88725,0,,,
3173,AL,"Auburn-Opelika, AL MSA",2p4c,1527,1674,1671,1753,994,1427,1822,10867,18324,20086,20050,21038,11925,17119,21868,130409,88725,0,,,
3174,GA,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1p0c,868,341,1100,475,375,0,791,3950,10416,4086,13200,5704,4502,0,9497,47405,81849.38861,1,94,30,93
3174,GA,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1p1c,1175,499,1332,746,520,718,969,5959,14100,5991,15988,8947,6238,8615,11632,71511,81849.38861,1,94,30,93
3174,GA,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1p2c,1175,736,1460,1016,593,1180,1161,7322,14100,8835,17521,12190,7121,14159,13937,87863,81849.38861,1,94,30,93
3174,GA,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1p3c,1545,981,1618,1286,784,1322,1635,9171,18540,11773,19416,15433,9411,15866,19617,110054,81849.38861,1,94,30,93
3174,GA,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1p4c,1545,1201,1685,1355,853,1322,1864,9825,18540,14413,20224,16262,10231,15866,22368,117904,81849.38861,1,94,30,93
3174,GA,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",2p0c,1039,624,1281,951,516,0,958,5369,12468,7490,15368,11409,6197,0,11494,64426,81849.38861,1,94,30,93
3174,GA,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",2p1c,1175,775,1402,1221,605,718,1127,7022,14100,9294,16819,14651,7263,8615,13527,84269,81849.38861,1,94,30,93
3174,GA,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",2p2c,1175,985,1554,1491,671,1180,1186,8242,14100,11819,18651,17894,8047,14159,14233,98903,81849.38861,1,94,30,93
